loan_id,customer_id,loan_amount,loan_date,loan_status,repayment_history,interest_rate,loan_purpose,collateral,default_risk,repayment_rank
1180,290,297828,2022-12-15,Defaulted,3,6.95,Medical,House,Low,2123
1188,850,108516,2023-10-28,Approved,3,4,Education,Car,Low,2123
1194,35,49018,2019-11-29,Approved,3,9.74,Education,None,High,2123
1201,898,274811,2022-11-19,Approved,3,7.48,Education,Car,Medium,2123
1203,677,358513,2023-04-06,Defaulted,3,11.17,Education,House,Medium,2123
1219,84,170730,2020-08-30,Rejected,3,10.07,"Home Renovation",Car,High,2123
1230,670,217025,2024-02-19,Approved,3,3.94,"Home Renovation",Car,Medium,2123
1285,814,145946,2022-04-05,Closed,3,6.3,"Business Expansion",Car,Medium,2123
1286,618,248206,2023-08-13,Closed,3,12.14,Medical,Car,Low,2123
1290,51,111541,2021-05-22,Closed,3,9.83,"Home Renovation",House,Low,2123
1299,759,307420,2022-12-13,Closed,3,8.09,"Business Expansion",House,Medium,2123
1306,515,96241,2023-11-02,Defaulted,3,7.71,"Home Renovation",House,Medium,2123
1320,681,291728,2020-05-02,Defaulted,3,3.95,Education,None,Low,2123
1325,514,409835,2024-09-23,Rejected,3,4.4,"Business Expansion",None,Low,2123
1328,259,117300,2021-04-18,Approved,3,10.69,Education,House,Low,2123
1333,619,432860,2021-08-26,Approved,3,7.82,Education,None,Medium,2123
1357,654,96712,2023-07-27,Defaulted,3,5.62,Medical,None,Medium,2123
1359,570,166967,2023-10-02,Approved,3,10.71,Education,Car,Low,2123
1365,376,427860,2024-11-06,Closed,3,5.19,"Business Expansion",None,High,2123
1377,287,339393,2021-12-04,Defaulted,3,5.09,Education,None,Medium,2123
1385,766,176866,2020-02-27,Defaulted,3,12.19,"Home Renovation",None,Medium,2123
1386,378,319212,2021-09-02,Defaulted,3,9.18,"Business Expansion",House,Low,2123
1387,343,309128,2024-07-08,Closed,3,11.26,Education,None,High,2123
1402,9,26389,2021-07-18,Approved,3,4.21,Education,None,Low,2123
1412,825,60050,2022-01-15,Defaulted,3,4.96,"Home Renovation",Car,Medium,2123
1420,37,78465,2021-07-29,Defaulted,3,10.53,"Home Renovation",None,High,2123
1423,321,388356,2021-12-29,Approved,3,8.01,Education,House,Low,2123
1450,870,41400,2020-09-14,Defaulted,3,6.4,"Business Expansion",None,High,2123
1464,514,117780,2023-03-21,Closed,3,11.94,"Home Renovation",Car,High,2123
1483,330,96576,2021-10-10,Approved,3,5.73,Education,Car,Low,2123
1485,245,25834,2021-05-10,Defaulted,3,11.35,"Business Expansion",Car,High,2123
1489,578,12916,2021-09-08,Approved,3,10.78,"Home Renovation",House,High,2123
1494,756,450963,2022-07-15,Approved,3,7.93,Education,None,High,2123
1519,643,89572,2022-01-10,Approved,3,4.39,"Business Expansion",None,High,2123
1520,156,431638,2023-03-09,Approved,3,11.11,Education,None,Low,2123
1524,661,389467,2021-02-19,Rejected,3,8.56,"Home Renovation",None,Medium,2123
1540,242,236180,2022-01-07,Closed,3,7.63,"Business Expansion",Car,Low,2123
1547,524,43536,2022-10-04,Defaulted,3,8.94,"Business Expansion",None,Medium,2123
1562,597,357429,2022-10-16,Defaulted,3,8.7,Education,None,High,2123
1580,628,61403,2023-02-24,Closed,3,7.43,"Home Renovation",Car,Low,2123
1603,385,245348,2024-06-04,Defaulted,3,10.29,Medical,Car,Low,2123
1605,504,372865,2023-02-08,Approved,3,3.95,Education,None,Low,2123
1609,704,404349,2022-03-01,Approved,3,6.13,"Business Expansion",None,High,2123
1622,346,125044,2023-10-31,Approved,3,4.94,Education,House,High,2123
1635,71,254796,2020-03-19,Closed,3,6.32,Education,None,High,2123
1646,480,64426,2020-03-24,Defaulted,3,10.49,"Home Renovation",House,Low,2123
1659,231,360914,2023-08-04,Approved,3,11.14,Education,Car,High,2123
1660,811,273907,2023-12-21,Defaulted,3,7.04,Medical,None,Low,2123
1666,201,107769,2020-05-04,Approved,3,7.1,"Business Expansion",House,High,2123
1670,625,268147,2021-10-22,Approved,3,10.1,"Home Renovation",House,High,2123
1682,839,261876,2021-12-02,Closed,3,11.66,Medical,House,Medium,2123
1687,29,36717,2020-01-26,Approved,3,6.94,"Business Expansion",House,Medium,2123
1689,910,54919,2021-05-02,Rejected,3,8.52,"Business Expansion",Car,Medium,2123
1697,247,238970,2024-10-14,Rejected,3,3.54,"Business Expansion",None,Low,2123
1722,859,305711,2022-02-01,Rejected,3,9.41,"Business Expansion",None,Medium,2123
1752,561,262998,2022-12-19,Approved,3,7.9,Medical,None,Medium,2123
1763,306,323539,2020-04-23,Approved,3,12.42,"Home Renovation",Car,High,2123
1766,377,476165,2023-01-28,Closed,3,8.6,Education,Car,Medium,2123
1771,656,73251,2020-09-28,Defaulted,3,7.81,"Business Expansion",House,Medium,2123
1775,423,316271,2021-09-14,Closed,3,12.18,Education,House,Medium,2123
1776,536,294039,2021-05-05,Rejected,3,10.42,Education,None,Low,2123
1778,223,183416,2021-12-04,Defaulted,3,9.56,"Business Expansion",None,Low,2123
1784,539,82939,2022-05-25,Defaulted,3,12.17,Medical,None,Low,2123
1788,586,432620,2020-01-09,Closed,3,7.63,Education,None,Medium,2123
1813,814,326146,2022-09-08,Approved,3,6.98,"Business Expansion",House,Medium,2123
1815,146,386550,2023-07-12,Defaulted,3,4.37,"Business Expansion",None,Medium,2123
1816,68,398036,2021-09-02,Closed,3,3.93,"Business Expansion",Car,High,2123
1837,417,43330,2020-08-27,Defaulted,3,7.37,Medical,Car,Medium,2123
1848,817,468895,2024-10-31,Approved,3,5.65,Education,None,High,2123
1849,486,190142,2022-02-02,Closed,3,9.62,Education,None,Medium,2123
1862,896,298663,2022-08-04,Defaulted,3,4.36,Education,None,Low,2123
1864,100,277357,2022-03-01,Defaulted,3,5.87,"Home Renovation",House,High,2123
1868,327,100291,2021-12-18,Defaulted,3,7.61,Medical,None,High,2123
1873,31,126115,2022-10-26,Defaulted,3,11.13,"Business Expansion",House,Low,2123
1876,92,43873,2024-04-17,Closed,3,8.81,Medical,Car,Medium,2123
1879,137,231270,2020-12-16,Defaulted,3,7.19,Education,None,Low,2123
1884,771,126100,2022-07-22,Closed,3,5.79,Education,Car,High,2123
1930,273,486474,2021-05-20,Approved,3,7.3,"Business Expansion",House,High,2123
1931,253,260402,2023-07-17,Closed,3,3.7,Education,None,Medium,2123
1948,299,257947,2022-08-05,Closed,3,4.22,Medical,None,Medium,2123
1956,679,316522,2023-05-04,Closed,3,9,"Business Expansion",House,High,2123
1968,125,321330,2023-06-11,Approved,3,12.38,Medical,Car,Medium,2123
1977,59,268921,2021-03-22,Approved,3,5.99,"Business Expansion",None,Medium,2123
1985,219,173566,2024-11-19,Rejected,3,10.73,"Business Expansion",House,Low,2123
1990,888,193767,2022-04-17,Defaulted,3,4,"Business Expansion",House,Medium,2123
1997,384,426726,2023-12-10,Closed,3,4.73,"Business Expansion",Car,High,2123
2015,166,285950,2021-05-01,Rejected,3,10.42,"Home Renovation",House,Low,2123
2041,419,52907,2021-09-11,Defaulted,3,7.44,Medical,Car,High,2123
2047,100,184935,2021-05-06,Defaulted,3,12.06,Education,None,High,2123
2052,968,455065,2021-12-11,Approved,3,8.67,"Business Expansion",Car,Medium,2123
2056,396,25401,2022-06-16,Defaulted,3,3.96,"Business Expansion",Car,Medium,2123
2064,547,281475,2023-05-19,Approved,3,9.76,"Home Renovation",Car,High,2123
2072,121,154951,2022-04-21,Defaulted,3,3.55,"Home Renovation",Car,High,2123
2073,606,45779,2020-10-05,Rejected,3,5.46,"Home Renovation",None,High,2123
2075,306,199795,2021-11-08,Rejected,3,4.17,"Home Renovation",Car,Medium,2123
2076,178,35237,2020-09-21,Rejected,3,12.31,Medical,None,Low,2123
2103,299,255860,2020-05-05,Rejected,3,8.04,Education,House,High,2123
2108,722,377408,2024-08-06,Rejected,3,5.95,"Business Expansion",None,Low,2123
2111,469,56646,2024-11-23,Closed,3,7.57,Medical,None,Low,2123
2125,757,157617,2023-09-23,Approved,3,7.46,"Home Renovation",None,Low,2123
2126,390,39192,2024-03-12,Defaulted,3,10.61,Education,House,High,2123
2127,26,104665,2020-02-25,Approved,3,12.43,"Home Renovation",House,Low,2123
2135,174,163210,2023-08-29,Rejected,3,3.74,"Home Renovation",Car,High,2123
2146,515,121045,2020-06-25,Approved,3,7.8,"Home Renovation",Car,Low,2123
2157,512,485177,2020-07-23,Closed,3,5.84,"Home Renovation",House,High,2123
2162,779,224371,2024-11-03,Closed,3,6.05,Medical,Car,High,2123
2170,597,385601,2023-03-01,Approved,3,11.95,"Home Renovation",Car,Medium,2123
2177,870,204054,2023-02-04,Approved,3,3.66,Education,None,Low,2123
2190,361,201427,2023-09-03,Defaulted,3,10.61,"Business Expansion",None,High,2123
2197,439,119660,2020-10-11,Approved,3,9.42,Medical,House,Medium,2123
2202,541,157213,2024-02-03,Closed,3,6.39,Medical,Car,Low,2123
2204,835,168412,2020-06-13,Closed,3,9.18,Education,Car,Medium,2123
2242,178,42003,2024-08-22,Rejected,3,4.71,"Business Expansion",Car,Low,2123
2244,113,218400,2021-03-23,Defaulted,3,11.24,"Business Expansion",None,High,2123
2264,759,8045,2022-08-29,Defaulted,3,3.81,Medical,Car,High,2123
2272,528,345612,2022-08-30,Rejected,3,9.51,"Home Renovation",Car,Low,2123
2283,115,403057,2024-05-07,Rejected,3,5.55,"Home Renovation",House,Medium,2123
2301,531,255192,2022-04-23,Approved,3,8,Medical,Car,Low,2123
2302,699,52149,2021-05-21,Approved,3,10.21,"Home Renovation",Car,Low,2123
2311,354,208001,2024-11-11,Closed,3,7.1,Medical,None,Medium,2123
2322,196,100341,2023-05-03,Rejected,3,11.34,Medical,House,Medium,2123
2325,229,241765,2023-03-12,Closed,3,6.7,Medical,None,Low,2123
2336,662,303824,2020-04-01,Approved,3,7.57,Medical,None,Low,2123
2361,768,487495,2022-06-17,Rejected,3,7.92,"Home Renovation",House,Medium,2123
2363,782,241003,2020-10-05,Approved,3,5.13,Education,Car,Low,2123
2384,847,75982,2021-05-25,Defaulted,3,7.76,"Home Renovation",Car,Low,2123
2395,121,33231,2023-10-14,Defaulted,3,10.33,"Home Renovation",None,High,2123
2410,6,271257,2023-12-05,Approved,3,8.59,"Business Expansion",Car,High,2123
2423,339,149275,2024-07-26,Closed,3,5.62,Medical,House,High,2123
2440,181,422154,2020-04-21,Approved,3,5.28,"Business Expansion",Car,Medium,2123
2454,103,334183,2020-12-07,Approved,3,4.21,Education,None,Low,2123
2456,411,101293,2020-11-28,Approved,3,9.81,Education,House,Low,2123
2460,15,182105,2023-12-09,Defaulted,3,11.77,Education,House,Medium,2123
2476,125,312826,2020-07-25,Defaulted,3,10.01,"Business Expansion",None,Low,2123
2479,175,47746,2021-04-12,Approved,3,6.28,Education,House,Low,2123
2500,158,220307,2024-11-24,Closed,3,11.83,Education,None,Medium,2123
2502,312,93632,2022-03-25,Defaulted,3,6.05,"Home Renovation",Car,High,2123
2519,452,146773,2020-07-03,Defaulted,3,6.24,Education,Car,Low,2123
2523,822,443024,2023-02-01,Rejected,3,7.58,"Business Expansion",None,Medium,2123
2529,1,393741,2021-08-20,Defaulted,3,11.64,"Business Expansion",None,Low,2123
2531,684,322999,2024-07-01,Defaulted,3,10.49,"Home Renovation",House,Low,2123
2534,334,251714,2022-05-25,Rejected,3,11.27,"Business Expansion",None,Low,2123
2543,693,245427,2023-09-16,Closed,3,9.41,"Home Renovation",None,Medium,2123
2548,86,297678,2022-02-19,Closed,3,7.69,Medical,Car,High,2123
2603,567,443362,2022-02-14,Closed,3,12.47,"Business Expansion",House,Medium,2123
2607,176,317541,2021-09-02,Approved,3,10.49,"Home Renovation",Car,High,2123
2608,238,208383,2022-12-01,Defaulted,3,9.58,Education,House,High,2123
2609,796,25838,2022-10-14,Defaulted,3,4.4,"Home Renovation",House,Low,2123
2614,403,193822,2022-06-15,Approved,3,11.8,"Business Expansion",Car,Medium,2123
2678,357,189635,2022-08-02,Closed,3,4.27,Education,House,High,2123
2712,444,342828,2020-03-28,Closed,3,3.76,Medical,None,High,2123
2748,467,151355,2022-05-14,Closed,3,5.46,Medical,House,Low,2123
2750,356,224058,2020-06-08,Rejected,3,9.18,"Home Renovation",None,High,2123
2756,782,239037,2022-10-24,Defaulted,3,5.38,"Home Renovation",Car,Low,2123
2757,414,108297,2022-07-16,Closed,3,7.58,Education,None,High,2123
2764,178,39646,2024-01-25,Rejected,3,10.24,"Home Renovation",House,Low,2123
2765,691,133198,2022-11-21,Defaulted,3,11.34,Medical,House,Medium,2123
2767,868,475047,2023-08-18,Approved,3,4.58,Medical,Car,Medium,2123
2768,501,287544,2022-04-28,Approved,3,3.56,Education,Car,Low,2123
2778,796,428639,2023-09-19,Defaulted,3,7.75,"Business Expansion",Car,Medium,2123
2784,897,464778,2022-09-22,Approved,3,4.51,"Business Expansion",House,Medium,2123
2786,16,437582,2024-08-19,Approved,3,7.05,"Business Expansion",Car,Low,2123
2798,505,101490,2021-06-13,Approved,3,9.47,"Business Expansion",Car,High,2123
2815,308,394086,2021-02-06,Closed,3,7.33,"Business Expansion",None,High,2123
2830,913,407606,2022-12-05,Closed,3,10.02,"Business Expansion",Car,Medium,2123
2839,721,48488,2022-07-25,Defaulted,3,4.26,"Home Renovation",House,High,2123
2847,655,265180,2022-03-16,Approved,3,7.73,"Home Renovation",None,Low,2123
2851,760,94231,2022-06-09,Closed,3,8.15,Education,Car,Low,2123
2853,921,88707,2020-02-28,Rejected,3,10.8,"Home Renovation",House,High,2123
2858,478,77252,2022-10-16,Approved,3,7.72,Education,None,Medium,2123
2862,17,265450,2023-08-31,Defaulted,3,4.26,"Business Expansion",None,Medium,2123
2869,779,296805,2024-03-31,Closed,3,4.4,"Business Expansion",None,Medium,2123
2873,151,112780,2024-02-14,Closed,3,4.76,Education,Car,Medium,2123
2881,508,477086,2023-11-28,Defaulted,3,7.7,"Home Renovation",Car,Low,2123
2886,709,176884,2022-10-17,Closed,3,10.76,Education,None,Low,2123
2887,681,457211,2020-02-18,Rejected,3,6.16,"Business Expansion",None,High,2123
2896,602,296436,2021-07-15,Rejected,3,12.38,Education,Car,High,2123
2915,102,125698,2022-07-29,Approved,3,9.88,Education,House,Low,2123
2959,740,256500,2024-09-29,Rejected,3,9.18,Medical,None,Medium,2123
2963,874,415568,2020-10-08,Approved,3,5.62,Medical,None,Medium,2123
2967,195,228807,2024-10-15,Defaulted,3,4.78,Medical,House,Low,2123
2971,225,206218,2024-03-25,Defaulted,3,7.13,Education,None,Medium,2123
2788,132,408059,2023-10-01,Defaulted,2,4.45,Medical,House,Low,2418
2796,881,151841,2023-07-18,Closed,2,5.71,Education,Car,Medium,2418
2809,422,390249,2023-10-28,Approved,2,10.6,"Home Renovation",Car,Medium,2418
2811,418,166236,2024-11-27,Closed,2,9.32,Medical,None,Medium,2418
2816,536,151151,2023-12-21,Closed,2,10.05,"Business Expansion",None,Medium,2418
2819,669,327592,2020-06-16,Closed,2,8.8,Medical,Car,Low,2418
2834,767,259487,2021-06-22,Rejected,2,9.28,Education,House,Medium,2418
2840,43,127459,2023-10-13,Approved,2,7.42,Education,Car,Low,2418
2860,594,293749,2022-11-19,Rejected,2,4.26,"Business Expansion",House,High,2418
2875,619,139297,2020-12-23,Closed,2,9.83,"Business Expansion",Car,High,2418
2879,80,171034,2024-05-21,Defaulted,2,5.29,"Business Expansion",None,High,2418
2902,485,353044,2022-06-26,Rejected,2,9.17,"Home Renovation",Car,Medium,2418
2903,731,162435,2023-04-11,Rejected,2,8.38,Education,None,Low,2418
2905,583,88992,2022-01-26,Approved,2,5.26,"Home Renovation",House,Medium,2418
2922,860,239028,2020-03-19,Closed,2,10.02,"Home Renovation",House,Low,2418
2926,306,447734,2021-03-29,Closed,2,7.94,"Home Renovation",None,Low,2418
2930,330,35745,2022-03-25,Closed,2,7.85,Education,House,Medium,2418
2951,490,322145,2023-10-11,Rejected,2,7.59,"Home Renovation",Car,Low,2418
2954,829,146194,2022-02-16,Approved,2,6.92,"Home Renovation",House,High,2418
2969,987,478439,2022-02-23,Approved,2,3.92,Education,Car,High,2418
2970,636,6627,2023-05-31,Defaulted,2,9.56,"Home Renovation",None,Medium,2418
2975,19,200735,2024-11-10,Approved,2,11.27,Medical,House,High,2418
2979,381,420388,2020-10-04,Defaulted,2,5.23,Education,None,Low,2418
2981,574,57385,2024-10-25,Defaulted,2,11.3,"Home Renovation",House,Low,2418
2983,810,449714,2022-03-09,Rejected,2,12,"Business Expansion",None,Medium,2418
12,497,411642,2022-12-21,Approved,2,11.1,Medical,Car,Low,2418
20,253,332239,2021-03-03,Closed,2,9.66,"Home Renovation",None,Medium,2418
23,663,201812,2023-05-27,Closed,2,5.2,"Business Expansion",House,High,2418
38,943,232097,2020-12-04,Defaulted,2,10.92,"Home Renovation",Car,Medium,2418
43,998,152226,2024-04-16,Rejected,2,3.69,Education,Car,Low,2418
44,781,112595,2020-01-01,Closed,2,8.32,Education,Car,Medium,2418
59,142,480718,2021-09-09,Defaulted,2,6.62,Medical,None,Low,2418
61,135,80581,2023-02-26,Closed,2,11.09,"Business Expansion",Car,Medium,2418
98,674,298754,2021-01-21,Rejected,2,5.52,"Home Renovation",Car,High,2418
100,912,266693,2024-07-15,Rejected,2,11.57,Medical,Car,Medium,2418
104,571,259701,2023-05-30,Closed,2,8.98,"Home Renovation",House,Medium,2418
108,921,255874,2023-06-04,Approved,2,5.83,Medical,Car,High,2418
112,246,448346,2022-01-29,Defaulted,2,7.46,"Business Expansion",Car,High,2418
113,573,65715,2022-12-09,Approved,2,6.13,"Home Renovation",Car,High,2418
122,197,425077,2023-02-04,Rejected,2,3.85,"Home Renovation",House,High,2418
125,271,86217,2023-07-23,Defaulted,2,5.54,"Business Expansion",Car,Medium,2418
127,43,98124,2021-01-23,Defaulted,2,3.56,Medical,Car,High,2418
139,321,458985,2022-02-11,Defaulted,2,9.48,Education,Car,High,2418
184,944,89147,2021-06-07,Closed,2,11.21,"Business Expansion",House,Low,2418
197,33,279224,2024-08-12,Closed,2,11.82,Medical,Car,Medium,2418
204,51,356228,2024-09-05,Defaulted,2,7.14,Education,Car,High,2418
219,443,446019,2021-05-14,Closed,2,10.77,"Business Expansion",None,Low,2418
257,310,108674,2022-04-28,Closed,2,4.3,"Home Renovation",None,Medium,2418
260,798,181858,2022-09-19,Defaulted,2,11.25,"Home Renovation",House,Low,2418
262,374,245831,2024-07-10,Rejected,2,11.46,"Home Renovation",None,Low,2418
273,42,120121,2023-12-21,Defaulted,2,6.98,"Business Expansion",Car,Low,2418
287,851,132385,2024-09-16,Approved,2,12.06,"Home Renovation",House,High,2418
295,439,362396,2022-06-09,Closed,2,10.8,Medical,House,High,2418
297,639,308081,2021-06-07,Defaulted,2,4.86,"Home Renovation",House,High,2418
304,627,293465,2021-02-02,Approved,2,3.92,"Business Expansion",None,Low,2418
307,175,99397,2021-09-19,Rejected,2,9.47,Medical,None,High,2418
349,35,23028,2020-11-01,Closed,2,4.63,Education,Car,Low,2418
360,920,407904,2023-06-16,Rejected,2,6.14,Medical,Car,High,2418
363,140,293128,2020-12-28,Defaulted,2,5.71,"Home Renovation",Car,Medium,2418
378,85,60428,2021-09-05,Rejected,2,4.2,"Home Renovation",House,High,2418
379,961,6085,2022-02-08,Rejected,2,7.05,"Business Expansion",None,High,2418
384,342,212288,2020-08-03,Approved,2,5.96,Education,House,Low,2418
386,387,447083,2022-09-12,Closed,2,5.55,Medical,Car,Low,2418
407,908,16936,2022-04-12,Defaulted,2,4.85,Education,None,High,2418
412,226,459571,2021-09-18,Defaulted,2,6.69,"Business Expansion",None,Low,2418
414,321,490798,2022-12-20,Defaulted,2,9.13,"Home Renovation",None,High,2418
421,113,248804,2024-10-13,Approved,2,9.83,Education,House,Medium,2418
471,955,39317,2022-03-26,Defaulted,2,9.38,"Business Expansion",None,High,2418
485,275,409670,2023-12-11,Rejected,2,6.36,Medical,Car,Medium,2418
500,758,496829,2023-07-10,Rejected,2,10.51,"Business Expansion",House,High,2418
519,833,373499,2023-04-28,Defaulted,2,4.51,Medical,House,Medium,2418
524,634,285836,2022-06-23,Closed,2,8.93,Education,None,Low,2418
540,908,126503,2020-12-26,Closed,2,6.24,"Business Expansion",Car,Medium,2418
566,722,301138,2021-06-27,Defaulted,2,7.48,Education,Car,High,2418
568,431,337655,2021-03-27,Approved,2,3.63,Medical,House,Low,2418
571,935,201557,2023-04-15,Rejected,2,4.71,Education,House,Medium,2418
582,651,219321,2024-05-23,Approved,2,8.52,"Business Expansion",House,High,2418
585,472,419558,2020-09-03,Defaulted,2,5.41,Education,House,Medium,2418
598,211,7332,2020-05-23,Rejected,2,5.56,Medical,Car,Low,2418
606,188,12463,2024-06-02,Approved,2,8.24,Medical,None,Low,2418
616,48,369317,2021-05-02,Rejected,2,5.4,Education,Car,Low,2418
639,746,64882,2022-11-29,Approved,2,4.82,Education,House,Low,2418
647,430,86298,2024-03-10,Defaulted,2,6.89,Medical,Car,High,2418
654,743,320591,2020-11-25,Closed,2,5.69,"Business Expansion",Car,Low,2418
678,716,377975,2021-06-20,Rejected,2,10.71,Medical,None,High,2418
693,564,158968,2022-08-16,Approved,2,11.45,Education,Car,High,2418
705,638,36045,2021-06-04,Rejected,2,7.29,"Home Renovation",Car,Low,2418
712,548,342991,2021-01-31,Approved,2,7.04,"Home Renovation",Car,Low,2418
713,684,338201,2021-01-26,Approved,2,7.26,"Business Expansion",House,Low,2418
736,544,498246,2022-07-11,Rejected,2,11.29,"Home Renovation",House,High,2418
738,918,385836,2023-06-03,Closed,2,12.45,Education,Car,Medium,2418
741,331,228251,2020-05-03,Approved,2,6.15,"Business Expansion",House,High,2418
745,627,67110,2021-07-30,Approved,2,11.65,Education,Car,Medium,2418
755,878,458529,2023-05-16,Closed,2,12.23,"Business Expansion",None,Medium,2418
756,455,239997,2019-12-04,Closed,2,9.55,Medical,None,Medium,2418
767,109,162736,2024-06-03,Closed,2,12.3,"Home Renovation",House,Medium,2418
775,772,239236,2021-11-28,Approved,2,6.57,Education,House,Low,2418
784,342,168414,2022-12-18,Closed,2,4.03,"Business Expansion",None,Medium,2418
788,382,222881,2021-04-07,Rejected,2,8.13,"Business Expansion",House,High,2418
799,808,81160,2020-08-07,Rejected,2,9.07,Medical,None,Medium,2418
800,542,154362,2023-08-14,Closed,2,7.37,"Home Renovation",House,High,2418
807,624,342134,2022-02-23,Rejected,2,10.12,"Home Renovation",Car,High,2418
821,865,229806,2021-06-22,Closed,2,10.14,"Home Renovation",House,High,2418
823,764,291475,2024-03-05,Defaulted,2,9.98,Medical,House,Medium,2418
824,869,462145,2021-12-13,Defaulted,2,9.19,Medical,Car,Low,2418
842,943,403383,2022-03-06,Closed,2,7.73,Education,Car,Low,2418
849,770,224558,2021-05-16,Approved,2,10.5,Education,None,Medium,2418
868,348,133614,2023-01-29,Closed,2,5.95,"Home Renovation",Car,Medium,2418
882,997,251272,2024-06-10,Closed,2,8.61,Medical,None,High,2418
902,812,208229,2023-09-27,Approved,2,8.1,"Business Expansion",Car,Medium,2418
919,102,152765,2020-05-26,Defaulted,2,6.02,"Home Renovation",None,Low,2418
937,513,251838,2024-06-29,Rejected,2,6.26,"Business Expansion",None,Medium,2418
939,80,112807,2022-04-05,Rejected,2,11.31,"Business Expansion",Car,High,2418
948,392,436800,2023-05-06,Closed,2,6.45,Education,Car,Medium,2418
954,661,144028,2021-07-02,Rejected,2,9.54,Education,Car,Low,2418
979,556,310151,2022-04-26,Defaulted,2,11.1,"Home Renovation",Car,Low,2418
980,591,194638,2020-12-28,Closed,2,8.81,Medical,None,Medium,2418
981,645,318320,2022-09-19,Closed,2,11.45,Medical,House,High,2418
1001,784,413849,2021-04-29,Closed,2,7.5,"Home Renovation",House,High,2418
1007,432,100742,2024-06-06,Defaulted,2,8.98,Education,House,High,2418
1009,956,334938,2021-06-10,Defaulted,2,9.9,"Business Expansion",Car,Medium,2418
1016,225,324714,2024-03-24,Approved,2,9.43,Medical,Car,Low,2418
1017,892,144180,2019-11-28,Rejected,2,7.76,"Home Renovation",None,High,2418
1020,179,343252,2023-11-24,Defaulted,2,4.76,Education,Car,Low,2418
1026,699,89272,2020-12-31,Rejected,2,11.8,"Home Renovation",House,Low,2418
1034,979,456216,2020-08-06,Approved,2,7.54,"Home Renovation",None,Low,2418
1044,652,248672,2019-12-18,Defaulted,2,8.18,"Business Expansion",House,Medium,2418
1057,15,469883,2024-01-16,Defaulted,2,5.25,Medical,House,High,2418
1060,875,454665,2024-02-25,Rejected,2,5.18,"Business Expansion",None,High,2418
1070,731,425062,2024-02-09,Approved,2,6.9,Medical,None,Medium,2418
1083,754,323111,2019-12-03,Approved,2,8.15,"Business Expansion",House,Medium,2418
1090,682,82307,2020-01-13,Rejected,2,12.13,"Business Expansion",House,Medium,2418
1096,696,153270,2022-07-27,Approved,2,12.43,Medical,House,High,2418
1102,663,464399,2024-04-18,Defaulted,2,8.69,Education,None,High,2418
1115,430,334018,2022-07-30,Approved,2,8.49,Medical,House,High,2418
1121,934,309345,2023-11-03,Closed,2,8.68,"Business Expansion",None,High,2418
1124,911,404642,2023-09-07,Defaulted,2,10.56,"Home Renovation",Car,Low,2418
1143,496,389570,2021-08-12,Approved,2,11.69,"Home Renovation",None,Low,2418
1147,902,422885,2022-02-13,Approved,2,6.32,Education,Car,Low,2418
1159,233,312320,2020-02-03,Closed,2,11.83,Medical,Car,Low,2418
1169,566,99977,2023-05-31,Approved,2,10,Medical,Car,High,2418
1182,272,481888,2021-07-19,Rejected,2,11.74,Education,Car,High,2418
1183,977,75115,2021-06-01,Rejected,2,11.24,Medical,Car,Low,2418
1190,103,429386,2022-06-09,Rejected,2,7.3,Medical,Car,Medium,2418
1207,874,51407,2024-11-07,Defaulted,2,7.31,"Home Renovation",None,Medium,2418
1218,835,195878,2022-11-14,Approved,2,9.82,"Business Expansion",None,Low,2418
1224,280,416373,2020-11-07,Defaulted,2,12.42,"Home Renovation",None,Low,2418
1227,148,317074,2023-05-28,Defaulted,2,9.09,"Home Renovation",None,High,2418
1232,343,50106,2020-11-23,Defaulted,2,6.36,"Home Renovation",None,Low,2418
1243,193,444813,2020-03-23,Defaulted,2,6.74,Medical,None,Medium,2418
1254,909,9169,2023-07-06,Approved,2,10.54,Education,Car,Low,2418
1264,241,293525,2021-11-11,Closed,2,11.94,"Home Renovation",None,Medium,2418
1278,95,74785,2020-10-25,Defaulted,2,11.7,Education,House,Low,2418
1289,975,444433,2020-04-07,Closed,2,6.39,"Business Expansion",House,Low,2418
1297,32,349770,2023-02-03,Closed,2,8.05,"Business Expansion",Car,High,2418
1298,649,488129,2023-12-03,Approved,2,6.02,Medical,None,High,2418
1309,161,100095,2021-08-13,Approved,2,4.44,Medical,None,Medium,2418
1313,275,170421,2023-06-14,Defaulted,2,12.3,Medical,House,Medium,2418
1314,862,155606,2023-08-31,Defaulted,2,7.62,"Business Expansion",House,Low,2418
1316,382,363739,2023-07-07,Defaulted,2,3.76,Medical,Car,Low,2418
1334,468,368522,2023-04-24,Approved,2,7.42,"Business Expansion",None,Low,2418
1337,622,61944,2023-06-03,Approved,2,12.14,"Home Renovation",Car,Low,2418
1341,196,8554,2023-01-14,Closed,2,4.43,Medical,None,Medium,2418
1345,102,392733,2024-08-03,Approved,2,11.46,Medical,House,Low,2418
1361,514,61290,2023-08-31,Defaulted,2,11.71,"Home Renovation",House,Low,2418
1366,776,214597,2022-06-16,Closed,2,4.18,Education,None,Medium,2418
1372,580,481311,2023-11-21,Defaulted,2,4.6,Medical,House,Low,2418
1392,863,336659,2023-03-03,Approved,2,3.76,"Home Renovation",House,High,2418
1409,488,124113,2020-06-08,Approved,2,9.62,Education,Car,Medium,2418
